order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
8619571588,35435,17-01-2024 05:42,17-01-2024 05:39,-3,2.34,On Time,
4088553674,35435,25-08-2023 10:31,25-08-2023 10:58,27,4.81,Significantly Delayed,Traffic
8177907004,35435,08-01-2024 21:31,08-01-2024 21:56,25,3.11,Significantly Delayed,Traffic
8533749006,35435,30-10-2024 16:51,30-10-2024 16:59,8,4.51,Slightly Delayed,Traffic
8694014791,35435,06-08-2023 05:54,06-08-2023 06:02,8,1.27,Slightly Delayed,Traffic
6311012195,35435,27-07-2023 15:11,27-07-2023 15:09,-2,3.44,On Time,
1312767771,35435,17-09-2024 06:17,17-09-2024 06:22,5,1.58,On Time,Traffic
214919848,35435,06-01-2024 08:00,06-01-2024 08:05,5,2.87,On Time,Traffic
5521682945,35435,24-07-2024 07:41,24-07-2024 07:49,8,4.67,Slightly Delayed,Traffic
5305770811,35435,31-10-2024 07:27,31-10-2024 07:33,6,1.74,Slightly Delayed,Traffic
5842420654,35435,06-05-2024 12:16,06-05-2024 12:22,6,2.08,Slightly Delayed,Traffic
4566893863,35435,28-10-2023 09:45,28-10-2023 09:44,-1,3.38,On Time,
1523729855,35435,03-09-2024 05:03,03-09-2024 05:02,-1,4.46,On Time,
2899786983,35435,24-10-2023 12:20,24-10-2023 12:21,1,4.79,On Time,Traffic
9202528884,35435,27-05-2024 14:06,27-05-2024 14:36,30,4.54,Significantly Delayed,Traffic
4338327693,35435,19-05-2024 02:36,19-05-2024 02:49,13,4.94,Slightly Delayed,Traffic
6295686357,35435,10-01-2024 08:05,10-01-2024 08:04,-1,4.41,On Time,
6396194687,35435,20-01-2024 20:57,20-01-2024 21:01,4,3.68,On Time,Traffic
5662786245,35435,21-04-2023 00:37,21-04-2023 00:38,1,3.05,On Time,Traffic
4868150114,35435,08-01-2024 03:37,08-01-2024 03:54,17,3.86,Significantly Delayed,Traffic
502764834,35435,02-08-2024 18:13,02-08-2024 18:18,5,3.37,On Time,Traffic
5056125341,35435,23-05-2023 02:11,23-05-2023 02:22,11,0.77,Slightly Delayed,Traffic
6388618916,35435,26-01-2024 22:11,26-01-2024 22:12,1,4.19,On Time,Traffic
3508668494,35435,25-01-2024 01:14,25-01-2024 01:14,0,2.62,On Time,
5289436093,35435,18-04-2024 13:35,18-04-2024 14:01,26,3.44,Significantly Delayed,Traffic
7596333614,35435,30-03-2023 05:36,30-03-2023 05:39,3,4.44,On Time,Traffic
6284076508,35435,19-07-2024 22:50,19-07-2024 22:51,1,3.07,On Time,Traffic
340050407,35435,15-10-2024 13:32,15-10-2024 13:29,-3,4.06,On Time,
5927472701,35435,12-01-2024 17:06,12-01-2024 17:04,-2,2.81,On Time,
9216536492,35435,04-10-2024 03:52,04-10-2024 03:53,1,2.87,On Time,Traffic
3742662928,35435,03-06-2023 07:03,03-06-2023 07:00,-3,2.81,On Time,
4797768073,35435,06-07-2023 03:49,06-07-2023 04:07,18,3.18,Significantly Delayed,Traffic
6767935470,35435,17-04-2024 01:42,17-04-2024 01:43,1,4.68,On Time,Traffic
1963703928,35435,06-07-2024 00:30,06-07-2024 00:27,-3,1.88,On Time,
552470423,35435,27-02-2024 02:45,27-02-2024 02:41,-4,3.92,On Time,
739434870,35435,05-09-2023 23:22,05-09-2023 23:27,5,1.83,On Time,Traffic
7930373606,35435,09-08-2023 22:26,09-08-2023 22:31,5,4.4,On Time,Traffic
5374978054,35435,08-07-2024 14:13,08-07-2024 14:17,4,3.18,On Time,Traffic
4361797433,35435,05-08-2023 07:36,05-08-2023 07:39,3,0.64,On Time,Traffic
2002067527,35435,06-11-2023 23:18,06-11-2023 23:20,2,3.85,On Time,Traffic
4228110436,35435,23-07-2023 19:32,23-07-2023 20:02,30,3.94,Significantly Delayed,Traffic
1251118825,35435,04-05-2023 00:23,04-05-2023 00:36,13,1.52,Slightly Delayed,Traffic
7165265639,35435,20-08-2023 19:14,20-08-2023 19:09,-5,4.19,On Time,
1255323701,35435,06-03-2024 12:08,06-03-2024 12:06,-2,3.42,On Time,
807934194,35435,13-01-2024 01:58,13-01-2024 02:00,2,4.99,On Time,Traffic
7968718292,35435,30-10-2023 20:16,30-10-2023 20:17,1,4.24,On Time,Traffic
2620531979,35435,24-02-2024 12:53,24-02-2024 13:02,9,1.54,Slightly Delayed,Traffic
6943430459,35435,05-10-2024 17:32,05-10-2024 17:34,2,3.14,On Time,Traffic
5607355353,35435,23-06-2023 09:45,23-06-2023 10:06,21,3.49,Significantly Delayed,Traffic
6696352636,35435,18-06-2023 15:23,18-06-2023 15:53,30,2.78,Significantly Delayed,Traffic
9325920156,35435,12-10-2024 10:46,12-10-2024 10:56,10,3,Slightly Delayed,Traffic
2286477025,35435,02-06-2023 22:16,02-06-2023 22:20,4,3.01,On Time,Traffic
6704773223,35435,22-07-2024 09:59,22-07-2024 10:21,22,4.68,Significantly Delayed,Traffic
1435353007,35435,19-01-2024 09:23,19-01-2024 09:24,1,3.36,On Time,Traffic
8080970647,35435,25-11-2023 17:55,25-11-2023 18:00,5,1.56,On Time,Traffic
5881633926,35435,21-04-2023 19:00,21-04-2023 19:03,3,3.38,On Time,Traffic
4435459085,35435,19-08-2023 14:58,19-08-2023 14:58,0,1.72,On Time,
6172529406,35435,21-05-2024 02:22,21-05-2024 02:51,29,4.24,Significantly Delayed,Traffic
9127879048,35435,27-08-2024 07:27,27-08-2024 07:29,2,4.96,On Time,Traffic
3806545110,35435,17-08-2024 12:06,17-08-2024 12:07,1,0.92,On Time,Traffic
6919395718,35435,16-02-2024 21:46,16-02-2024 21:42,-4,2.54,On Time,
5277462976,35435,19-10-2024 15:56,19-10-2024 15:57,1,3.75,On Time,Traffic
3606274277,35435,08-08-2023 10:57,08-08-2023 10:53,-4,3.95,On Time,
2065203676,35435,15-01-2024 09:47,15-01-2024 09:52,5,3.91,On Time,Traffic
4042066387,35435,03-01-2024 04:15,03-01-2024 04:23,8,4.43,Slightly Delayed,Traffic
3604982656,35435,19-09-2024 17:23,19-09-2024 17:31,8,3.17,Slightly Delayed,Traffic
1149676745,35435,20-10-2023 20:29,20-10-2023 20:29,0,1.02,On Time,
3895011687,35435,23-03-2024 19:56,23-03-2024 20:01,5,4.37,On Time,Traffic
772505056,35435,13-07-2023 01:20,13-07-2023 01:17,-3,3.9,On Time,
5574765914,35435,25-10-2024 23:45,25-10-2024 23:42,-3,0.72,On Time,
8812616740,35435,26-06-2023 21:25,26-06-2023 21:29,4,2.53,On Time,Traffic
1486655525,35435,21-04-2024 13:27,21-04-2024 13:29,2,3.44,On Time,Traffic
8423025639,35435,06-06-2024 13:25,06-06-2024 13:39,14,2.22,Slightly Delayed,Traffic
9020705185,35435,29-12-2023 19:30,29-12-2023 19:31,1,4.57,On Time,Traffic
7719808698,35435,18-08-2023 11:48,18-08-2023 11:50,2,3.05,On Time,Traffic
3414036630,35435,05-04-2024 03:13,05-04-2024 03:09,-4,3.73,On Time,
4157869967,35435,05-05-2023 14:32,05-05-2023 14:34,2,2.57,On Time,Traffic
4873887251,35435,20-09-2023 00:58,20-09-2023 01:01,3,2.77,On Time,Traffic
8031946454,35435,29-08-2023 21:07,29-08-2023 21:06,-1,2.72,On Time,
8168056170,35435,28-08-2023 05:02,28-08-2023 05:16,14,0.57,Slightly Delayed,Traffic
3108512811,35435,10-02-2024 08:35,10-02-2024 08:37,2,2.16,On Time,Traffic
1680591951,35435,11-03-2024 21:19,11-03-2024 21:16,-3,4.57,On Time,
559245731,35435,08-09-2024 16:06,08-09-2024 16:11,5,2.33,On Time,Traffic
8655600303,71557,27-04-2024 17:51,27-04-2024 17:48,-3,1.6,On Time,
8247327365,11031,25-09-2024 11:28,25-09-2024 11:42,14,3.86,Slightly Delayed,Traffic
9153347285,3684,22-06-2023 03:11,22-06-2023 03:11,0,2.46,On Time,
1977533409,4601,18-12-2023 12:21,18-12-2023 12:18,-3,1.34,On Time,
2433646621,67633,03-11-2024 11:19,03-11-2024 11:28,9,1.03,Slightly Delayed,Traffic
22830983,39491,04-06-2023 21:26,04-06-2023 21:44,18,1.59,Significantly Delayed,Traffic
1143763031,61900,09-08-2024 21:58,09-08-2024 21:59,1,1.67,On Time,Traffic
8524056436,33639,06-09-2023 13:57,06-09-2023 13:54,-3,3.93,On Time,
4262338791,37767,17-10-2024 07:57,17-10-2024 07:57,0,1.32,On Time,
187728451,36559,27-11-2023 21:16,27-11-2023 21:15,-1,3.79,On Time,
6754346312,88168,19-06-2023 12:49,19-06-2023 12:48,-1,2.23,On Time,
5790622967,37995,27-02-2024 00:35,27-02-2024 00:34,-1,4.92,On Time,
4305348838,11295,03-03-2024 20:45,03-03-2024 21:10,25,1.16,Significantly Delayed,Traffic
2902411553,73699,01-11-2023 02:39,01-11-2023 02:36,-3,1.16,On Time,
3691199770,72299,13-05-2024 05:37,13-05-2024 05:40,3,4.77,On Time,Traffic
775709102,73558,26-08-2023 03:14,26-08-2023 03:13,-1,1,On Time,
5262508570,196,06-07-2024 11:25,06-07-2024 11:25,0,3.11,On Time,
192109127,98838,16-09-2024 08:39,16-09-2024 08:49,10,2.64,Slightly Delayed,Traffic
1108215973,3643,17-12-2023 09:46,17-12-2023 09:52,6,0.96,Slightly Delayed,Traffic
1719134546,3235,10-07-2024 13:29,10-07-2024 13:31,2,1.4,On Time,Traffic
5280263316,81900,28-06-2024 12:47,28-06-2024 13:15,28,1.87,Significantly Delayed,Traffic
9448306266,70480,16-04-2024 04:59,16-04-2024 04:54,-5,0.55,On Time,
8023626961,50594,26-09-2023 01:50,26-09-2023 01:59,9,1.49,Slightly Delayed,Traffic
1118405605,72673,26-06-2023 11:37,26-06-2023 11:46,9,0.56,Slightly Delayed,Traffic
8226034341,39659,25-11-2023 02:55,25-11-2023 02:58,3,4.97,On Time,Traffic
6976835753,67913,22-02-2024 14:06,22-02-2024 14:03,-3,0.59,On Time,
9171564499,39820,04-12-2023 00:12,04-12-2023 00:20,8,2.2,Slightly Delayed,Traffic
5393607402,32010,17-12-2023 20:15,17-12-2023 20:11,-4,3.76,On Time,
5670040592,57209,25-05-2024 05:59,25-05-2024 06:01,2,3.5,On Time,Traffic
6736891890,72028,21-10-2024 09:46,21-10-2024 09:58,12,3.45,Slightly Delayed,Traffic
1223255075,4873,18-08-2023 00:18,18-08-2023 00:19,1,3.99,On Time,Traffic
8158413630,56303,30-08-2024 16:59,30-08-2024 16:57,-2,4.08,On Time,
7867573412,62986,14-09-2023 02:09,14-09-2023 02:29,20,2.24,Significantly Delayed,Traffic
1624690598,41423,23-03-2024 04:10,23-03-2024 04:06,-4,1.09,On Time,
8968945932,53832,07-09-2024 07:16,07-09-2024 07:42,26,1.18,Significantly Delayed,Traffic
1645212433,77571,07-08-2024 04:41,07-08-2024 05:08,27,4.25,Significantly Delayed,Traffic
9187046038,84082,13-06-2023 14:54,13-06-2023 14:58,4,1.42,On Time,Traffic
9305357757,84853,12-05-2023 22:25,12-05-2023 22:22,-3,1.02,On Time,
8312320295,27452,29-06-2024 22:36,29-06-2024 22:36,0,2.96,On Time,
3256941332,18290,22-11-2023 09:00,22-11-2023 08:56,-4,1.42,On Time,
8980502814,67937,15-10-2024 19:47,15-10-2024 19:47,0,4.79,On Time,
9270396838,46248,06-07-2023 08:58,06-07-2023 08:57,-1,1.87,On Time,
2892588628,59145,19-04-2024 18:52,19-04-2024 18:59,7,4.94,Slightly Delayed,Traffic
8774158800,69717,12-12-2023 08:42,12-12-2023 08:56,14,2.44,Slightly Delayed,Traffic
2056131802,36835,02-09-2023 05:12,02-09-2023 05:32,20,4.41,Significantly Delayed,Traffic
3528007192,53884,11-07-2023 10:10,11-07-2023 10:12,2,0.97,On Time,Traffic
2845333894,52847,28-04-2024 13:32,28-04-2024 13:43,11,2.58,Slightly Delayed,Traffic
6602340187,94455,11-03-2024 12:23,11-03-2024 12:44,21,4.65,Significantly Delayed,Traffic
721004875,61840,09-10-2023 05:13,09-10-2023 05:09,-4,2.71,On Time,
7435895360,89661,04-09-2024 00:53,04-09-2024 00:58,5,2.26,On Time,Traffic
4217659083,94726,18-01-2024 19:48,18-01-2024 20:01,13,0.56,Slightly Delayed,Traffic
9710865146,9882,11-05-2023 05:49,11-05-2023 05:54,5,0.69,On Time,Traffic
5375295409,21882,05-10-2024 06:17,05-10-2024 06:19,2,0.61,On Time,Traffic
6286044248,56074,05-05-2023 22:37,05-05-2023 22:34,-3,3.31,On Time,
1708282193,34773,25-01-2024 10:19,25-01-2024 10:22,3,3.62,On Time,Traffic
5746303677,24730,08-06-2024 13:48,08-06-2024 13:47,-1,3.82,On Time,
3271726381,5783,15-03-2024 00:52,15-03-2024 01:11,19,1.76,Significantly Delayed,Traffic
9802569856,93443,07-04-2024 09:25,07-04-2024 09:22,-3,4.31,On Time,
662460037,2466,11-10-2024 01:08,11-10-2024 01:19,11,4.74,Slightly Delayed,Traffic
8664447334,49008,08-03-2024 04:49,08-03-2024 05:18,29,4.11,Significantly Delayed,Traffic
3886370975,38359,08-05-2024 19:49,08-05-2024 19:53,4,3.43,On Time,Traffic
3547006553,31328,29-05-2024 22:21,29-05-2024 22:40,19,4.41,Significantly Delayed,Traffic
2575965518,33262,25-10-2024 23:41,25-10-2024 23:36,-5,1.24,On Time,
1529363954,55211,27-03-2024 00:35,27-03-2024 00:38,3,0.78,On Time,Traffic
8463856241,18824,10-04-2023 21:20,10-04-2023 21:27,7,4.41,Slightly Delayed,Traffic
2485242479,76138,11-04-2023 06:35,11-04-2023 06:34,-1,3.71,On Time,
9850673433,19635,06-05-2023 05:56,06-05-2023 06:03,7,1.39,Slightly Delayed,Traffic
2558680592,91792,31-05-2023 22:36,31-05-2023 22:36,0,1.77,On Time,
2859167116,34127,15-10-2024 17:55,15-10-2024 18:10,15,0.66,Slightly Delayed,Traffic
1222236371,94531,15-08-2024 00:13,15-08-2024 00:24,11,4.79,Slightly Delayed,Traffic
344177904,86602,18-08-2023 00:49,18-08-2023 00:58,9,2.27,Slightly Delayed,Traffic
6126334783,33084,03-07-2024 08:44,03-07-2024 08:49,5,2.26,On Time,Traffic
3742575364,22416,08-05-2023 17:43,08-05-2023 17:45,2,3.47,On Time,Traffic
9272166174,31701,27-07-2023 06:36,27-07-2023 06:38,2,1.13,On Time,Traffic
9416522701,14560,22-01-2024 03:22,22-01-2024 03:22,0,2.82,On Time,
7305871805,57764,11-09-2024 14:39,11-09-2024 14:38,-1,0.87,On Time,
80296810,15362,05-06-2024 03:52,05-06-2024 03:51,-1,2.47,On Time,
2806868282,5821,26-09-2024 15:30,26-09-2024 15:27,-3,3.65,On Time,
707033578,33360,30-01-2024 00:48,30-01-2024 00:49,1,3.54,On Time,Traffic
9026783092,51457,09-10-2023 16:44,09-10-2023 16:59,15,4.1,Slightly Delayed,Traffic
6229466619,63864,05-06-2023 07:30,05-06-2023 07:38,8,1.71,Slightly Delayed,Traffic
408720270,2311,26-06-2024 22:22,26-06-2024 22:38,16,1.09,Significantly Delayed,Traffic
8870165072,53009,03-11-2023 10:20,03-11-2023 10:25,5,0.8,On Time,Traffic
1979319490,28727,14-01-2024 01:37,14-01-2024 01:41,4,1.06,On Time,Traffic
840761323,88697,09-03-2024 06:30,09-03-2024 06:34,4,3.99,On Time,Traffic
744721438,47635,25-02-2024 13:03,25-02-2024 13:15,12,4.3,Slightly Delayed,Traffic
7421707488,29051,03-11-2023 23:02,03-11-2023 22:58,-4,1.44,On Time,
1212718824,72361,01-01-2024 10:13,01-01-2024 10:08,-5,4.18,On Time,
9603256001,5981,08-05-2023 16:06,08-05-2023 16:18,12,2.98,Slightly Delayed,Traffic
5626888972,53381,13-04-2024 17:26,13-04-2024 17:29,3,2.32,On Time,Traffic
2300753276,88145,07-12-2023 04:30,07-12-2023 04:39,9,1.49,Slightly Delayed,Traffic
869629562,80715,05-05-2023 21:38,05-05-2023 21:35,-3,4.42,On Time,
3429137520,82673,16-03-2024 19:42,16-03-2024 19:39,-3,1.67,On Time,
9957927297,17981,07-06-2023 05:30,07-06-2023 05:32,2,0.97,On Time,Traffic
202466684,51649,08-08-2023 06:16,08-08-2023 06:11,-5,1.48,On Time,
8465721207,56612,21-06-2024 09:15,21-06-2024 09:10,-5,2.05,On Time,
6194827199,674,20-12-2023 19:11,20-12-2023 19:07,-4,0.62,On Time,
3942174431,9886,17-02-2024 05:12,17-02-2024 05:22,10,3.08,Slightly Delayed,Traffic
3189863462,54721,17-06-2024 13:44,17-06-2024 13:41,-3,2.7,On Time,
5923573134,74712,17-02-2024 20:16,17-02-2024 20:21,5,2.43,On Time,Traffic
6659747528,93772,28-09-2024 18:45,28-09-2024 18:45,0,2.52,On Time,
6037541687,39815,10-12-2023 22:43,10-12-2023 22:45,2,2.23,On Time,Traffic
2585438297,93144,20-08-2023 13:11,20-08-2023 13:16,5,3.99,On Time,Traffic
8065774615,66569,12-12-2023 11:10,12-12-2023 11:35,25,4.95,Significantly Delayed,Traffic
1816814476,42751,04-11-2024 14:02,04-11-2024 14:05,3,0.55,On Time,Traffic
5278014717,87933,15-04-2024 03:59,15-04-2024 04:04,5,4.94,On Time,Traffic
4265447949,34338,16-08-2024 02:36,16-08-2024 03:01,25,4,Significantly Delayed,Traffic
6752221435,71642,10-02-2024 16:10,10-02-2024 16:14,4,0.55,On Time,Traffic
8943989258,43725,10-12-2023 11:17,10-12-2023 11:20,3,0.8,On Time,Traffic
4068367936,95706,21-09-2024 02:09,21-09-2024 02:08,-1,3.56,On Time,
5735156904,89407,01-04-2023 16:40,01-04-2023 16:53,13,4.91,Slightly Delayed,Traffic
2405929115,83049,09-09-2024 09:19,09-09-2024 09:42,23,2.23,Significantly Delayed,Traffic
7913167260,69504,19-04-2023 01:10,19-04-2023 01:39,29,3.92,Significantly Delayed,Traffic
1989751369,1261,18-05-2023 23:10,18-05-2023 23:22,12,2.92,Slightly Delayed,Traffic
7338050095,68204,15-10-2024 03:19,15-10-2024 03:17,-2,2.31,On Time,
9950986048,46130,09-09-2023 08:50,09-09-2023 08:53,3,3.9,On Time,Traffic
5098703807,46866,10-06-2024 02:13,10-06-2024 02:11,-2,4.46,On Time,
6937485392,42361,23-05-2023 22:57,23-05-2023 23:05,8,4.79,Slightly Delayed,Traffic
1266440097,43520,01-01-2024 03:47,01-01-2024 03:42,-5,4.01,On Time,
7415490509,48639,08-07-2023 14:15,08-07-2023 14:14,-1,4.12,On Time,
7284991749,4135,10-12-2023 09:47,10-12-2023 09:46,-1,2.92,On Time,
4645792703,36301,04-12-2023 23:23,04-12-2023 23:18,-5,2.04,On Time,
3174938939,50364,27-03-2023 06:25,27-03-2023 06:25,0,3.76,On Time,
1752712049,67307,31-08-2024 16:13,31-08-2024 16:25,12,4.33,Slightly Delayed,Traffic
8187201830,55955,30-04-2024 04:43,30-04-2024 04:39,-4,4.44,On Time,
6900896329,97185,01-02-2024 02:39,01-02-2024 02:41,2,2.14,On Time,Traffic
3793977529,52853,02-09-2023 19:22,02-09-2023 19:22,0,4.5,On Time,
194459698,66295,15-06-2023 15:59,15-06-2023 15:58,-1,1.01,On Time,
9330447952,8867,30-03-2024 18:40,30-03-2024 18:45,5,3.13,On Time,Traffic
2097372277,42338,25-01-2024 05:00,25-01-2024 04:56,-4,0.71,On Time,
7060954153,21872,01-11-2023 21:12,01-11-2023 21:07,-5,1.89,On Time,
2921310646,45581,08-07-2024 14:42,08-07-2024 14:42,0,4.35,On Time,
3983082555,75005,05-06-2023 06:14,05-06-2023 06:36,22,2.56,Significantly Delayed,Traffic
4867298468,88574,23-04-2024 09:51,23-04-2024 09:55,4,1.6,On Time,Traffic
3402631472,82219,03-05-2024 21:43,03-05-2024 21:43,0,4.47,On Time,
1648146562,49114,14-05-2023 23:26,14-05-2023 23:23,-3,3.06,On Time,
5907766010,85975,07-10-2024 14:22,07-10-2024 14:33,11,4.11,Slightly Delayed,Traffic
9233577456,29353,30-12-2023 04:14,30-12-2023 04:13,-1,4.29,On Time,
4084808075,65980,11-10-2024 17:56,11-10-2024 17:54,-2,0.66,On Time,
7217049550,56744,11-07-2024 09:45,11-07-2024 10:09,24,2.87,Significantly Delayed,Traffic
1831943568,31014,23-05-2024 17:34,23-05-2024 17:39,5,1.86,On Time,Traffic
8707473624,54941,20-12-2023 08:46,20-12-2023 08:43,-3,4.9,On Time,
7075868285,69398,01-03-2024 06:16,01-03-2024 06:20,4,3.48,On Time,Traffic
5164162918,69542,18-11-2023 15:16,18-11-2023 15:15,-1,3.51,On Time,
2175298644,37111,11-05-2024 05:30,11-05-2024 05:28,-2,2.91,On Time,
5882568464,93909,13-04-2023 08:39,13-04-2023 08:37,-2,2.42,On Time,
7847708619,9898,23-10-2023 01:17,23-10-2023 01:18,1,2.54,On Time,Traffic
6366048116,82257,05-08-2024 09:08,05-08-2024 09:06,-2,2.19,On Time,
4926287333,94821,08-08-2023 02:59,08-08-2023 03:00,1,2.68,On Time,Traffic
5532838325,57010,24-07-2024 23:40,24-07-2024 23:37,-3,3.85,On Time,
2567996236,61790,31-10-2023 08:21,31-10-2023 08:20,-1,1,On Time,
2655613624,94896,26-06-2024 13:33,26-06-2024 14:02,29,1.78,Significantly Delayed,Traffic
7706089549,35200,08-10-2023 04:24,08-10-2023 04:24,0,3.96,On Time,
8257370396,11969,24-12-2023 08:26,24-12-2023 08:42,16,1.33,Significantly Delayed,Traffic
8623808984,79827,13-04-2024 05:49,13-04-2024 05:55,6,3.27,Slightly Delayed,Traffic
7579506101,80056,06-04-2023 01:28,06-04-2023 01:25,-3,2.05,On Time,
8861024199,53729,29-11-2023 06:03,29-11-2023 05:59,-4,0.54,On Time,
7666131311,35447,01-05-2023 15:57,01-05-2023 16:02,5,4.09,On Time,Traffic
103589925,83678,17-05-2024 23:42,17-05-2024 23:52,10,1.05,Slightly Delayed,Traffic
7346858138,83804,22-11-2023 16:58,22-11-2023 16:55,-3,1.78,On Time,
4963962664,10652,28-09-2023 12:02,28-09-2023 11:58,-4,4.59,On Time,
9069936094,80189,23-06-2024 13:08,23-06-2024 13:31,23,3.6,Significantly Delayed,Traffic
4665363191,15760,13-10-2024 20:05,13-10-2024 20:11,6,1.61,Slightly Delayed,Traffic
888510905,21909,27-06-2024 18:18,27-06-2024 18:30,12,1.18,Slightly Delayed,Traffic
6876091286,77863,05-10-2024 00:38,05-10-2024 00:36,-2,1.57,On Time,
2592923105,23178,23-04-2023 00:14,23-04-2023 00:37,23,4.84,Significantly Delayed,Traffic
2468550508,24846,21-08-2024 14:03,21-08-2024 14:06,3,3.31,On Time,Traffic
5302956276,6274,22-01-2024 22:52,22-01-2024 22:52,0,3.16,On Time,
9409714182,4084,25-05-2023 05:29,25-05-2023 05:41,12,0.86,Slightly Delayed,Traffic
1446221570,213,26-09-2024 10:13,26-09-2024 10:12,-1,1.43,On Time,
8250036360,65016,21-06-2024 14:20,21-06-2024 14:21,1,4.62,On Time,Traffic
447464341,85334,03-03-2024 13:06,03-03-2024 13:13,7,4.08,Slightly Delayed,Traffic
15642223,43306,06-11-2023 21:24,06-11-2023 21:27,3,1.44,On Time,Traffic
3285378238,8991,15-08-2024 05:41,15-08-2024 05:56,15,1.46,Slightly Delayed,Traffic
2356483296,38401,25-07-2023 17:24,25-07-2023 17:32,8,3.25,Slightly Delayed,Traffic
3382911339,84662,12-12-2023 14:53,12-12-2023 14:52,-1,4.92,On Time,
3690872026,56377,09-07-2023 08:21,09-07-2023 08:26,5,3.81,On Time,Traffic
6755367585,56444,03-09-2024 19:00,03-09-2024 18:57,-3,4.56,On Time,
6835850079,92568,13-08-2023 23:06,13-08-2023 23:09,3,3.44,On Time,Traffic
9345418784,24395,22-02-2024 10:23,22-02-2024 10:27,4,4.58,On Time,Traffic
7185243614,27663,10-01-2024 19:20,10-01-2024 19:22,2,2.47,On Time,Traffic
2319044818,66486,06-04-2024 20:45,06-04-2024 20:41,-4,1.98,On Time,
931834374,48992,30-09-2024 13:11,30-09-2024 13:11,0,1.72,On Time,
8485398781,70167,20-04-2024 19:17,20-04-2024 19:17,0,0.62,On Time,
9806464912,89278,21-08-2024 12:19,21-08-2024 12:33,14,4.41,Slightly Delayed,Traffic
8214365128,68269,10-07-2024 18:18,10-07-2024 18:14,-4,2.87,On Time,
137089318,32581,23-05-2024 15:53,23-05-2024 15:48,-5,3.62,On Time,
7615602420,91821,30-05-2024 09:32,30-05-2024 09:37,5,2.32,On Time,Traffic
3995348964,62259,03-06-2024 16:34,03-06-2024 16:38,4,4.1,On Time,Traffic
3816542830,38895,18-08-2023 15:04,18-08-2023 15:00,-4,1.05,On Time,
9665004924,98396,29-07-2023 15:48,29-07-2023 15:47,-1,3.11,On Time,
1728547597,80933,09-06-2024 08:04,09-06-2024 08:23,19,2.16,Significantly Delayed,Traffic
5311190131,30345,04-03-2024 01:01,04-03-2024 01:02,1,2.18,On Time,Traffic
9581592141,70962,22-01-2024 23:30,22-01-2024 23:30,0,1.44,On Time,
4848863693,56307,12-09-2024 04:54,12-09-2024 04:51,-3,3.47,On Time,
6374883107,32067,19-08-2023 08:20,19-08-2023 08:41,21,4.8,Significantly Delayed,Traffic
3270131216,44043,10-02-2024 15:14,10-02-2024 15:28,14,4.44,Slightly Delayed,Traffic
2643382562,74374,24-07-2023 22:48,24-07-2023 22:48,0,1.49,On Time,
5212524996,13215,10-12-2023 22:25,10-12-2023 22:26,1,4.2,On Time,Traffic
9594095277,61215,10-03-2024 04:56,10-03-2024 04:54,-2,1.97,On Time,
8375863419,89921,26-08-2024 12:29,26-08-2024 12:44,15,1.19,Slightly Delayed,Traffic
7523880783,23850,13-10-2024 14:06,13-10-2024 14:01,-5,3.8,On Time,
9670158103,18477,11-03-2024 13:08,11-03-2024 13:10,2,1.07,On Time,Traffic
4344108631,39923,29-03-2023 11:27,29-03-2023 11:37,10,3.98,Slightly Delayed,Traffic
2237858,97945,02-04-2023 04:00,02-04-2023 04:03,3,3.86,On Time,Traffic
3217791988,30480,10-08-2023 14:06,10-08-2023 14:04,-2,2.99,On Time,
3355718103,84679,10-09-2023 22:54,10-09-2023 22:51,-3,1.81,On Time,
9590518103,39579,01-03-2024 19:32,01-03-2024 19:33,1,3.73,On Time,Traffic
6610120274,83714,19-07-2024 01:30,19-07-2024 01:31,1,0.9,On Time,Traffic
1180899898,24863,17-04-2023 03:12,17-04-2023 03:15,3,2.5,On Time,Traffic
8758992688,24863,22-06-2024 17:12,22-06-2024 17:37,25,1.35,Significantly Delayed,Traffic
6965716176,24863,13-04-2023 02:32,13-04-2023 02:34,2,4.53,On Time,Traffic
5527742274,24863,16-12-2023 05:32,16-12-2023 05:27,-5,2.61,On Time,
826610039,24863,17-08-2023 14:04,17-08-2023 14:03,-1,3.04,On Time,
3303891913,24863,15-01-2024 21:43,15-01-2024 21:48,5,2.77,On Time,Traffic
2489292878,24863,01-10-2023 09:02,01-10-2023 08:57,-5,4.76,On Time,
8589851630,24863,28-05-2024 14:22,28-05-2024 14:24,2,1.23,On Time,Traffic
4598897781,24863,12-07-2023 20:54,12-07-2023 21:04,10,3.07,Slightly Delayed,Traffic
6932356214,24863,04-04-2023 05:52,04-04-2023 06:06,14,1.35,Slightly Delayed,Traffic
3499004322,24863,04-05-2023 18:23,04-05-2023 18:22,-1,2.4,On Time,
7517620171,24863,16-04-2023 18:26,16-04-2023 18:21,-5,0.54,On Time,
172987148,24863,03-11-2024 16:56,03-11-2024 17:21,25,2.52,Significantly Delayed,Traffic
8347207794,24863,17-08-2024 22:18,17-08-2024 22:21,3,1.12,On Time,Traffic
9472355181,24863,23-01-2024 06:52,23-01-2024 06:55,3,2.8,On Time,Traffic
1315064289,24863,27-07-2024 03:16,27-07-2024 03:39,23,2.35,Significantly Delayed,Traffic
